Club,H/A,Timestamp,Event,Player Event,Remark Event,Player Assist,Player Out,Match ID
BSC Young Boys,Away,63',Substitution,Cedric Itten,Tactical,,Jean-Pierre Nsame,3841098
BSC Young Boys,Away,63',Substitution,Kastriot Imeri,Tactical,,Filip Ugrinic,3841098
BSC Young Boys,Away,78',Substitution,Joël Monteiro,Tactical,,Sandro Lauper,3841098
FC Basel 1893,Home,85',Substitution,Wouter Burger,Tactical,,Taulant Xhaka,3841098
FC Basel 1893,Home,85',Substitution,Bradley Fink,Tactical,,Jean-Kévin Augustin,3841098
BSC Young Boys,Away,31',Yellow Card,Jean-Pierre Nsame,Foul,,,3841098
BSC Young Boys,Away,51',Yellow Card,Filip Ugrinic,Foul,,,3841098
FC Basel 1893,Home,57',Yellow Card,Andy Diouf,Foul,,,3841098
FC Basel 1893,Home,90',Yellow Card,Bradley Fink,Dissent,,,3841098
FC Sion,Away,45',Goal,Mario Balotelli,Right-footed shot,Giovanni Sio,,3841099
FC Sion,Away,46',Goal,Giovanni Sio,Left-footed shot,Kevin Bua,,3841099
Grasshopper Club Zurich,Home,63',Goal,Tomás Ribeiro,Left-footed shot,Hayao Kawabe,,3841099
FC Sion,Away,81',Goal,Wylan Cyprien,Right-footed shot,Itaitinga,,3841099
FC Sion,Away,46',Substitution,Baltazar,Tactical,,Gora Diouf,3841099
Grasshopper Club Zurich,Home,46',Substitution,Teruki Hara,Tactical,,Dominik Schmid,3841099
Grasshopper Club Zurich,Home,65',Substitution,Dion Kacuri,Tactical,,Tsiy Ndenge,3841099
FC Sion,Away,71',Substitution,Musa Araz,Tactical,,Anto Grgic,3841099
FC Sion,Away,71',Substitution,Abdel Zagré,Injury,,Mario Balotelli,3841099
Grasshopper Club Zurich,Home,75',Substitution,Christian Herc,Tactical,,Tomás Ribeiro,3841099
Grasshopper Club Zurich,Home,75',Substitution,Petar Pusic,Tactical,,Hayao Kawabe,3841099
FC Sion,Away,80',Substitution,Yassin Fortuné,Tactical,,Giovanni Sio,3841099
Grasshopper Club Zurich,Home,82',Substitution,Shkelqim Demhasaj,Tactical,,Renat Dadashov,3841099
FC Sion,Away,87',Substitution,Kevin Halabaku,Tactical,,Kevin Bua,3841099
FC Sion,Away,14',Yellow Card,Wylan Cyprien,Foul,,,3841099
Grasshopper Club Zurich,Home,39',Direct Red Card,Meritan Shabani,Serious foul,,,3841099
FC Sion,Away,54',Yellow Card,Reto Ziegler,Foul,,,3841099
FC Sion,Away,55',Yellow Card,Anto Grgic,Foul,,,3841099
FC Sion,Away,87',Yellow Card,Yassin Fortuné,Foul,,,3841099
FC Luzern,Home,28',Goal,Max Meyer,Right-footed shot,Severin Ottiger,,3841100
FC Luzern,Home,37',Goal,Dejan Sorgic,Left-footed shot,Max Meyer,,3841100
FC Zürich,Away,45',Goal,Ifeanyi Mathew,Left-footed shot,Nikola Boranijasevic,,3841100
FC Luzern,Home,49',Goal,Pius Dorn,Right-footed shot,Pascal Schürpf,,3841100
FC Luzern,Home,64',Goal,Pius Dorn,Left-footed shot,Pascal Schürpf,,3841100
FC Luzern,Home,17',Substitution,Mauricio Willimann,Injury,,Luca Jaquez,3841100
FC Zürich,Away,46',Substitution,Roko Simic,Tactical,,Bledian Krasniqi,3841100
FC Luzern,Home,46',Substitution,Pascal Schürpf,Tactical,,Sofyan Chader,3841100
FC Zürich,Away,60',Substitution,Mirlind Kryeziu,Tactical,,Nikola Katic,3841100
FC Zürich,Away,60',Substitution,Junior Ligue,Tactical,,Antonio Marchesano,3841100
FC Zürich,Away,69',Substitution,Ole Selnæs,Tactical,,Cheick Condé,3841100
FC Luzern,Home,81',Substitution,Lars Villiger,Tactical,,Dejan Sorgic,3841100
FC Zürich,Away,84',Substitution,Daniel Afriyie,Tactical,,Jonathan Okita,3841100
FC Lugano,Away,56',Substitution,Boris Babic,Tactical,,Ignacio Aliseda,3841101
FC Lugano,Away,56',Substitution,Roman Macek,Tactical,,Mohamed Amoura,3841101
FC Lugano,Away,56',Substitution,Uran Bislimi,Tactical,,Mattia Bottani,3841101
Servette FC,Home,60',Substitution,Dereck Kutesa,Tactical,,Enzo Crivelli,3841101
Servette FC,Home,75',Substitution,Théo Valls,Tactical,,Patrick Pflücke,3841101
Servette FC,Home,75',Substitution,Alexis Antunes,Tactical,,Timothé Cognat,3841101
FC Lugano,Away,76',Substitution,Mickaël Facchinetti,Injury,,Allan Arigoni,3841101
FC Lugano,Away,83',Substitution,Mohamed Belhadj Mahmoud,Tactical,,Ousmane Doumbia,3841101
Servette FC,Home,86',Substitution,Boubacar Fofana,Tactical,,Chris Bedia,3841101
FC Lugano,Away,42',Yellow Card,Kreshnik Hajrizi,Foul,,,3841101
FC Lugano,Away,90',Yellow Card,Roman Macek,Foul,,,3841101
FC Winterthur,Away,7',Goal,Nishan Burkart,Header,Matteo Di Giusto,,3841102
FC St. Gallen 1879,Home,18',Goal,Isaac Schmidt,Right-footed shot,Lukas Görtler,,3841102
FC St. Gallen 1879,Home,28',Goal,Jérémy Guillemenot,Header,Jordi Quintillà,,3841102
FC Winterthur,Away,37',Goal,Matteo Di Giusto,Direct free kick,,,3841102
FC Winterthur,Away,43',Goal,Matteo Di Giusto,Long distance kick,Joaquín Ardaiz,,3841102
FC Winterthur,Away,46',Substitution,Tobias Schättin,Tactical,,Michael Gonçalves,3841102
FC St. Gallen 1879,Home,62',Substitution,Chadrac Akolo,Tactical,,Julian Von Moos,3841102
FC St. Gallen 1879,Home,62',Substitution,Patrick Sutter,Tactical,,Basil Stillhart,3841102
FC Winterthur,Away,65',Substitution,Remo Arnold,Tactical,,Eris Abedini,3841102
FC Winterthur,Away,65',Substitution,Noe Holenstein,Tactical,,Sayfallah Ltaief,3841102
FC Winterthur,Away,74',Substitution,Francisco Rodríguez,Injury,,Matteo Di Giusto,3841102
FC St. Gallen 1879,Home,76',Substitution,Leon Dajaku,Tactical,,Leonidas Stergiou,3841102
FC Winterthur,Away,77',Substitution,Roman Buess,Tactical,,Nishan Burkart,3841102
FC St. Gallen 1879,Home,85',Substitution,Willem Geubbels,Tactical,,Emmanuel Latte Lath,3841102
FC St. Gallen 1879,Home,85',Substitution,Noha Ndombasi,Tactical,,Christian Witzig,3841102
FC St. Gallen 1879,Home,12',Yellow Card,Emmanuel Latte Lath,Foul,,,3841102
FC Winterthur,Away,52',Yellow Card,Granit Lekaj,Dissent,,,3841102
FC Winterthur,Away,56',Yellow Card,Sayfallah Ltaief,Foul,,,3841102
FC Winterthur,Away,74',Yellow Card,Remo Arnold,Foul,,,3841102
FC St. Gallen 1879,Home,80',Yellow Card,Jérémy Guillemenot,Foul,,,3841102
FC St. Gallen 1879,Home,82',Yellow Card,Lawrence Ati Zigi,Foul,,,3841102
FC Winterthur,Away,90',Yellow Card,Francisco Rodríguez,Unsporting behaviour,,,3841102
FC St. Gallen 1879,Home,90',Yellow Card,Lukas Görtler,Foul,,,3841102
FC Winterthur,Away,90',Yellow Card,Hekuran Kryeziu,Foul,,,3841102
FC Luzern,Away,71',Goal,Dejan Sorgic,Left-footed shot,Martin Frydek,,3841103
FC Luzern,Away,89',Goal,Luuk Breedijk,Left-footed shot,Mohamed Dräger,,3841103
FC Basel 1893,Home,57',Substitution,Dan Ndoye,Tactical,,Hugo Novoa,3841103
FC Basel 1893,Home,57',Substitution,Wouter Burger,Tactical,,Anton Kade,3841103
FC Luzern,Away,64',Substitution,Mohamed Dräger,Tactical,,Severin Ottiger,3841103
FC Basel 1893,Home,67',Substitution,Andi Zeqiri,Tactical,,Jean-Kévin Augustin,3841103
FC Basel 1893,Home,81',Substitution,Andy Diouf,Tactical,,Darian Males,3841103
FC Luzern,Away,81',Substitution,Lars Villiger,Tactical,,Max Meyer,3841103
FC Luzern,Away,86',Substitution,Mamady Diambou,Tactical,,Dejan Sorgic,3841103
FC Luzern,Away,86',Substitution,Luuk Breedijk,Tactical,,Pascal Schürpf,3841103
FC Luzern,Away,18',Yellow Card,Ismajl Beka,Foul,,,3841103
FC Basel 1893,Home,31',Yellow Card,Jean-Kévin Augustin,Foul,,,3841103
FC Luzern,Away,40',Yellow Card,Severin Ottiger,Foul,,,3841103
FC Luzern,Away,54',Yellow Card,Pascal Schürpf,Foul,,,3841103
FC Basel 1893,Home,62',Yellow Card,Taulant Xhaka,Foul,,,3841103
FC Basel 1893,Home,79',Yellow Card,Darian Males,Foul,,,3841103
FC Luzern,Away,90',Yellow Card,Martin Frydek,Foul,,,3841103
FC Lugano,Home,90',Goal,Milton Valenzuela,Right-footed shot,Renato Steffen,,3841104
FC Lugano,Home,90',Goal,Mohamed Amoura,Left-footed shot,Renato Steffen,,3841104
FC Lugano,Home,58',Substitution,Milton Valenzuela,Tactical,,Albian Hajdari,3841104
FC Lugano,Home,58',Substitution,Mohamed Belhadj Mahmoud,Tactical,,Roman Macek,3841104
FC Sion,Away,68',Substitution,Kevin Halabaku,Injury,,Kevin Bua,3841104
FC Lugano,Home,68',Substitution,Mohamed Amoura,Tactical,,Jonathan Sabbatini,3841104
FC Sion,Away,77',Substitution,Denis Will Poha,Tactical,,Wylan Cyprien,3841104
FC Lugano,Home,77',Substitution,Zan Celar,Tactical,,Mattia Bottani,3841104
FC Sion,Away,88',Substitution,Gaëtan Karlen,Tactical,,Giovanni Sio,3841104
FC Lugano,Home,9',Yellow Card,Renato Steffen,Foul,,,3841104
FC Sion,Away,21',Yellow Card,Joël Schmied,Foul,,,3841104
FC Sion,Away,38',Yellow Card,Wylan Cyprien,Foul,,,3841104
FC Sion,Away,49',Yellow Card,Abdel Zagré,Foul,,,3841104
FC Sion,Away,51',Yellow-Red Card,Abdel Zagré,Foul,,,3841104
FC Sion,Away,72',Yellow Card,Gora Diouf,Time wasting,,,3841104
FC Lugano,Home,74',Yellow Card,Mohamed Belhadj Mahmoud,Foul,,,3841104
FC Lugano,Home,78',Yellow-Red Card,Mohamed Belhadj Mahmoud,Foul,,,3841104
FC Sion,Away,89',Yellow Card,Baltazar,Time wasting,,,3841104
FC Sion,Away,90',Yellow-Red Card,Gora Diouf,Foul,,,3841104
Grasshopper Club Zurich,Away,3',Goal,Christian Herc,Right-footed shot,Hayao Kawabe,,3841105
Grasshopper Club Zurich,Away,45',Goal,Renat Dadashov,Header,Petar Pusic,,3841105
FC Winterthur,Home,86',Goal,Roman Buess,Penalty,,,3841105
Grasshopper Club Zurich,Away,13',Substitution,Noah Loosli,Injury,,Tsiy Ndenge,3841105
FC Winterthur,Home,61',Substitution,Roman Buess,Tactical,,Hekuran Kryeziu,3841105
FC Winterthur,Home,69',Substitution,Samuel Ballet,Tactical,,Sayfallah Ltaief,3841105
FC Winterthur,Home,69',Substitution,Noe Holenstein,Tactical,,Matteo Di Giusto,3841105
Grasshopper Club Zurich,Away,70',Substitution,Giotto Morandi,Tactical,,Petar Pusic,3841105
Grasshopper Club Zurich,Away,77',Substitution,Dion Kacuri,Tactical,,Christian Herc,3841105
FC Winterthur,Home,79',Substitution,Neftali Manzambi,Tactical,,Joaquín Ardaiz,3841105
FC Winterthur,Home,79',Substitution,Francisco Rodríguez,Tactical,,Nishan Burkart,3841105
FC Winterthur,Home,22',Direct Red Card,Souleymane Diaby,Professional foul,,,3841105
Grasshopper Club Zurich,Away,35',Yellow Card,Bendegúz Bolla,Foul,,,3841105
Grasshopper Club Zurich,Away,84',Yellow Card,Dominik Schmid,Handball,,,3841105
Grasshopper Club Zurich,Away,90',Yellow Card,Amir Abrashi,Dissent,,,3841105
BSC Young Boys,Home,11',Goal,Kastriot Imeri,Right-footed shot,Ulisses Garcia,,3841106
BSC Young Boys,Home,13',Goal,Cedric Itten,Right-footed shot,Fabian Rieder,,3841106
BSC Young Boys,Home,16',Goal,Christian Fassnacht,Left-footed shot,Cedric Itten,,3841106
BSC Young Boys,Home,44',Goal,Cedric Itten,Header,Ulisses Garcia,,3841106
BSC Young Boys,Home,57',Goal,Cedric Itten,Header,Kastriot Imeri,,3841106
Servette FC,Away,62',Goal,Patrick Pflücke,Right-footed shot,Dereck Kutesa,,3841106
BSC Young Boys,Home,80',Goal,Jérémy Frick,Jérémy Frick,,,3841106
Servette FC,Away,46',Substitution,Steve Rouiller,Tactical,,Yoan Severin,3841106
BSC Young Boys,Home,46',Substitution,Sandro Lauper,Tactical,,Cheikh Niasse,3841106
BSC Young Boys,Home,59',Substitution,Filip Ugrinic,Tactical,,Christian Fassnacht,3841106
BSC Young Boys,Home,59',Substitution,Joël Monteiro,Tactical,,Cedric Itten,3841106
Servette FC,Away,67',Substitution,Boubacar Fofana,Tactical,,Timothé Cognat,3841106
Servette FC,Away,67',Substitution,Hussayn Touati,Tactical,,Dereck Kutesa,3841106
Servette FC,Away,67',Substitution,Samba Diba,Tactical,,Alexis Antunes,3841106
BSC Young Boys,Home,72',Substitution,Donat Rrudhani,Tactical,,Fabian Rieder,3841106
BSC Young Boys,Home,78',Substitution,Miguel Chaiwa,Tactical,,Lewin Blum,3841106
Servette FC,Away,83',Substitution,Ilyes Chaïbi,Tactical,,Patrick Pflücke,3841106
BSC Young Boys,Home,26',Yellow Card,Cheikh Niasse,Foul,,,3841106
BSC Young Boys,Home,29',Yellow Card,Fabian Rieder,Foul,,,3841106
Servette FC,Away,82',Yellow Card,Patrick Pflücke,Foul,,,3841106
FC Zürich,Home,57',Goal,Jonathan Okita,Penalty,,,3841107
FC St. Gallen 1879,Away,46',Substitution,Matej Maglica,Tactical,,Albert Vallci,3841107
FC St. Gallen 1879,Away,46',Substitution,Willem Geubbels,Tactical,,Chadrac Akolo,3841107
FC St. Gallen 1879,Away,46',Substitution,Julian Von Moos,Tactical,,Emmanuel Latte Lath,3841107
FC St. Gallen 1879,Away,57',Substitution,Leon Dajaku,Injury,,Willem Geubbels,3841107
FC Zürich,Home,74',Substitution,Bledian Krasniqi,Tactical,,Blerim Dzemaili,3841107
FC Zürich,Home,74',Substitution,Selmin Hodza,Tactical,,Nikola Boranijasevic,3841107
FC St. Gallen 1879,Away,84',Substitution,Alessio Besio,Tactical,,Christian Witzig,3841107
FC Zürich,Home,84',Substitution,Roko Simic,Tactical,,Jonathan Okita,3841107
FC St. Gallen 1879,Away,35',Yellow Card,Albert Vallci,Foul,,,3841107
FC Zürich,Home,62',Yellow Card,Mirlind Kryeziu,Foul,,,3841107
FC St. Gallen 1879,Away,83',Yellow Card,Jordi Quintillà,Foul,,,3841107
FC St. Gallen 1879,Away,85',Direct Red Card,Leon Dajaku,Violent conduct,,,3841107
Grasshopper Club Zurich,Home,23',Goal,Shkelqim Demhasaj,Left-footed shot,,,3841118
BSC Young Boys,Away,31',Goal,Christian Fassnacht,Header,Ulisses Garcia,,3841118
Grasshopper Club Zurich,Home,42',Goal,Petar Pusic,Counter attack goal,Shkelqim Demhasaj,,3841118
Grasshopper Club Zurich,Home,49',Goal,Fabian Lustenberger,Fabian Lustenberger,,,3841118
Grasshopper Club Zurich,Home,77',Goal,Petar Pusic,Penalty,,,3841118
BSC Young Boys,Away,46',Substitution,Jean-Pierre Nsame,Tactical,,Joël Monteiro,3841118
BSC Young Boys,Away,46',Substitution,Cheikh Niasse,Tactical,,Sandro Lauper,3841118
BSC Young Boys,Away,60',Substitution,Meschack Elia,Tactical,,Kastriot Imeri,3841118
BSC Young Boys,Away,60',Substitution,Donat Rrudhani,Tactical,,Filip Ugrinic,3841118
BSC Young Boys,Away,65',Substitution,Aurèle Amenda,Injury,,Cedric Itten,3841118
Grasshopper Club Zurich,Home,67',Substitution,Renat Dadashov,Tactical,,Shkelqim Demhasaj,3841118
Grasshopper Club Zurich,Home,81',Substitution,Amir Abrashi,Tactical,,Petar Pusic,3841118
Grasshopper Club Zurich,Home,87',Substitution,Noah Loosli,Tactical,,Tomás Ribeiro,3841118
Grasshopper Club Zurich,Home,87',Substitution,Filipe de Carvalho,Tactical,,Giotto Morandi,3841118
BSC Young Boys,Away,33',Yellow Card,Sandro Lauper,Foul,,,3841118
Grasshopper Club Zurich,Home,83',Yellow Card,Christian Herc,Foul,,,3841118
FC Winterthur,Away,25',Goal,Joaquín Ardaiz,Header,Hekuran Kryeziu,,3841119
FC Luzern,Home,40',Goal,Pius Dorn,Header,Pascal Schürpf,,3841119
FC Luzern,Home,65',Goal,Dejan Sorgic,Header,Max Meyer,,3841119
FC Luzern,Home,81',Goal,Pascal Schürpf,Header,Martin Frydek,,3841119
FC Winterthur,Away,56',Substitution,Francisco Rodríguez,Tactical,,Matteo Di Giusto,3841119
FC Winterthur,Away,68',Substitution,Thibault Corbaz,Tactical,,Hekuran Kryeziu,3841119
FC Winterthur,Away,68',Substitution,Samuel Ballet,Injury,,Nishan Burkart,3841119
FC Winterthur,Away,77',Substitution,Roman Buess,Tactical,,Sayfallah Ltaief,3841119
FC Winterthur,Away,77',Substitution,Samir Ramizi,Tactical,,Michael Gonçalves,3841119
FC Luzern,Home,82',Substitution,Mohamed Dräger,Tactical,,Max Meyer,3841119
FC Luzern,Home,82',Substitution,Lars Villiger,Tactical,,Dejan Sorgic,3841119
FC Luzern,Home,88',Substitution,Mamady Diambou,Tactical,,Nicky Beloko,3841119
FC Luzern,Home,88',Substitution,Luuk Breedijk,Tactical,,Pascal Schürpf,3841119
FC Luzern,Home,35',Yellow Card,Max Meyer,Foul,,,3841119
FC Winterthur,Away,39',Yellow Card,Hekuran Kryeziu,Time wasting,,,3841119
FC Luzern,Home,62',Yellow Card,Marco Burch,Foul,,,3841119
FC Luzern,Home,70',Yellow Card,Nicky Beloko,Foul,,,3841119
FC Winterthur,Away,88',Yellow Card,Thibault Corbaz,Foul,,,3841119
Servette FC,Home,1',Goal,Chris Bedia,Left-footed shot,,,3841120
Servette FC,Home,38',Goal,Patrick Pflücke,Left-footed shot,Dereck Kutesa,,3841120
Servette FC,Home,54',Goal,Chris Bedia,Left-footed shot,Dereck Kutesa,,3841120
Servette FC,Home,85',Goal,Hussayn Touati,Left-footed shot,Kevin Mbabu,,3841120
FC Zürich,Away,41',Substitution,Ole Selnæs,Tactical,,Cheick Condé,3841120
FC Zürich,Away,41',Substitution,Roko Simic,Tactical,,Antonio Marchesano,3841120
FC Zürich,Away,60',Substitution,Marc Hornschuh,Tactical,,Bledian Krasniqi,3841120
FC Zürich,Away,60',Substitution,Fabian Rohner,Tactical,,Jonathan Okita,3841120
Servette FC,Home,61',Substitution,Alexis Antunes,Tactical,,Dereck Kutesa,3841120
Servette FC,Home,61',Substitution,Samba Diba,Tactical,,Timothé Cognat,3841120
Servette FC,Home,76',Substitution,Ronny Rodelin,Tactical,,Patrick Pflücke,3841120
Servette FC,Home,76',Substitution,Hussayn Touati,Tactical,,Chris Bedia,3841120
FC Zürich,Away,76',Substitution,Lindrit Kamberi,Tactical,,Adrián Guerrero,3841120
Servette FC,Home,82',Substitution,Boubacar Fofana,Tactical,,Miroslav Stevanovic,3841120
FC Zürich,Away,43',Yellow Card,Fidan Aliti,Foul,,,3841120
FC Zürich,Away,57',Yellow Card,Roko Simic,Diving,,,3841120
FC Zürich,Away,66',Yellow Card,Ole Selnæs,Foul,,,3841120
FC Basel 1893,Away,17',Goal,Andi Zeqiri,Header,Andy Diouf,,3841121
FC Basel 1893,Away,40',Goal,Dan Ndoye,Left-footed shot,Michael Lang,,3841121
FC Sion,Home,45',Goal,Giovanni Sio,Right-footed shot,Baltazar,,3841121
FC Sion,Home,29',Substitution,Anto Grgic,Injury,,Dimitri Cavaré,3841121
FC Basel 1893,Away,46',Substitution,Mirko Salvi,Injury,,Marwin Hitz,3841121
FC Sion,Home,60',Substitution,Luca Zuffi,Tactical,,Denis Will Poha,3841121
FC Basel 1893,Away,66',Substitution,Riccardo Calafiori,Tactical,,Andy Pelmard,3841121
FC Sion,Home,72',Substitution,Ilyas Chouaref,Tactical,,Yassin Fortuné,3841121
FC Basel 1893,Away,74',Substitution,Sergio López,Tactical,,Liam Millar,3841121
FC Basel 1893,Away,87',Substitution,Bradley Fink,Tactical,,Andi Zeqiri,3841121
FC Sion,Home,21',Yellow Card,Kevin Bua,Diving,,,3841121
FC Basel 1893,Away,47',Yellow Card,Andy Pelmard,Foul,,,3841121
FC Sion,Home,56',Yellow Card,Baltazar,Unsporting behaviour,,,3841121
FC Sion,Home,63',Yellow Card,Musa Araz,Foul,,,3841121
FC Basel 1893,Away,85',Yellow Card,Sergio López,Foul,,,3841121
FC St. Gallen 1879,Home,19',Goal,Christian Witzig,Left-footed shot,Jérémy Guillemenot,,3841122
FC Lugano,Away,57',Goal,Mohamed Amoura,Header,Renato Steffen,,3841122
FC Lugano,Away,86',Goal,Uran Bislimi,Left-footed shot,Jhon Espinoza,,3841122
FC Lugano,Away,34',Substitution,Milton Valenzuela,Injury,,Albian Hajdari,3841122
FC Lugano,Away,46',Substitution,Jhon Espinoza,Tactical,,Allan Arigoni,3841122
FC St. Gallen 1879,Home,63',Substitution,Chadrac Akolo,Tactical,,Julian Von Moos,3841122
FC St. Gallen 1879,Home,63',Substitution,Noha Ndombasi,Tactical,,Emmanuel Latte Lath,3841122
FC Lugano,Away,76',Substitution,Roman Macek,Tactical,,Mattia Bottani,3841122
FC Lugano,Away,76',Substitution,Zan Celar,Tactical,,Mohamed Amoura,3841122
FC St. Gallen 1879,Home,84',Substitution,Albert Vallci,Tactical,,Matej Maglica,3841122
FC St. Gallen 1879,Home,84',Substitution,Alessio Besio,Tactical,,Jérémy Guillemenot,3841122
FC Lugano,Away,84',Substitution,Uran Bislimi,Tactical,,Ignacio Aliseda,3841122
FC St. Gallen 1879,Home,87',Substitution,Randy Schneider,Injury,,Christian Witzig,3841122
FC Lugano,Away,15',Yellow Card,Allan Arigoni,Foul,,,3841122
FC St. Gallen 1879,Home,36',Yellow Card,Jérémy Guillemenot,Foul,,,3841122
FC St. Gallen 1879,Home,61',Yellow Card,Isaac Schmidt,Foul,,,3841122
FC St. Gallen 1879,Home,66',Yellow Card,Matej Maglica,Foul,,,3841122
FC St. Gallen 1879,Home,67',Yellow Card,Lawrence Ati Zigi,Dissent,,,3841122
FC Lugano,Home,25',Goal,Ignacio Aliseda,Right-footed shot,Jhon Espinoza,,3841123
Grasshopper Club Zurich,Away,45',Goal,Shkelqim Demhasaj,Right-footed shot,Hayao Kawabe,,3841123
FC Lugano,Home,59',Goal,Mohamed Amoura,Header,Renato Steffen,,3841123
FC Lugano,Home,64',Goal,Mohamed Amoura,Right-footed shot,Jhon Espinoza,,3841123
FC Lugano,Home,70',Goal,Zan Celar,Left-footed shot,Ignacio Aliseda,,3841123
FC Lugano,Home,78',Goal,Ignacio Aliseda,Right-footed shot,Jhon Espinoza,,3841123
Grasshopper Club Zurich,Away,46',Substitution,Filipe de Carvalho,Tactical,,Bendegúz Bolla,3841123
FC Lugano,Home,62',Substitution,Allan Arigoni,Tactical,,Fabio Daprelà,3841123
FC Lugano,Home,62',Substitution,Uran Bislimi,Tactical,,Roman Macek,3841123
Grasshopper Club Zurich,Away,63',Substitution,Amir Abrashi,Tactical,,Christian Herc,3841123
Grasshopper Club Zurich,Away,63',Substitution,Renat Dadashov,Tactical,,Giotto Morandi,3841123
FC Lugano,Home,69',Substitution,Zan Celar,Tactical,,Mohamed Amoura,3841123
FC Lugano,Home,80',Substitution,Mickaël Facchinetti,Tactical,,Milton Valenzuela,3841123
FC Lugano,Home,80',Substitution,Johan Nkama,Tactical,,Jonathan Sabbatini,3841123
Grasshopper Club Zurich,Away,84',Substitution,Nadjack,Tactical,,Tomás Ribeiro,3841123
Grasshopper Club Zurich,Away,84',Substitution,Florian Hoxha,Tactical,,Hayao Kawabe,3841123
Grasshopper Club Zurich,Away,10',Yellow Card,Ayumu Seko,Foul,,,3841123
FC Lugano,Home,28',Yellow Card,Jonathan Sabbatini,Foul,,,3841123
FC Lugano,Home,38',Yellow Card,Renato Steffen,Foul,,,3841123
FC Lugano,Home,56',Yellow Card,Roman Macek,Foul,,,3841123
Grasshopper Club Zurich,Away,58',Yellow Card,Christian Herc,Foul,,,3841123
FC St. Gallen 1879,Away,28',Goal,Christian Witzig,Left-footed shot,Jérémy Guillemenot,,3841124
Servette FC,Home,42',Goal,Chris Bedia,Penalty,,,3841124
FC St. Gallen 1879,Away,46',Substitution,Michael Kempter,Tactical,,Isaac Schmidt,3841124
FC St. Gallen 1879,Away,46',Substitution,Albert Vallci,Tactical,,Jordi Quintillà,3841124
FC St. Gallen 1879,Away,62',Substitution,Grégory Karlen,Tactical,,Julian Von Moos,3841124
FC St. Gallen 1879,Away,62',Substitution,Chadrac Akolo,Tactical,,Emmanuel Latte Lath,3841124
Servette FC,Home,65',Substitution,Ronny Rodelin,Tactical,,Dereck Kutesa,3841124
Servette FC,Home,65',Substitution,Alexis Antunes,Tactical,,Patrick Pflücke,3841124
Servette FC,Home,65',Substitution,Hussayn Touati,Tactical,,Chris Bedia,3841124
Servette FC,Home,90',Substitution,Samba Diba,Tactical,,Timothé Cognat,3841124
FC St. Gallen 1879,Away,90',Substitution,Ricardo Alves,Tactical,,Christian Witzig,3841124
FC St. Gallen 1879,Away,23',Yellow Card,Christian Witzig,Foul,,,3841124
Servette FC,Home,26',Yellow Card,Kevin Mbabu,Foul,,,3841124
Servette FC,Home,58',Yellow Card,Gaël Clichy,Foul,,,3841124
FC St. Gallen 1879,Away,88',Yellow Card,Lukas Görtler,Foul,,,3841124
Servette FC,Home,90',Yellow Card,Samba Diba,Foul,,,3841124
FC Basel 1893,Away,7',Goal,Kasim Adams,Header,Michael Lang,,3841125
FC Basel 1893,Away,12',Goal,Darian Males,Left-footed shot,Zeki Amdouni,,3841125
FC Winterthur,Home,20',Goal,Joaquín Ardaiz,Penalty,,,3841125
FC Basel 1893,Away,71',Goal,Zeki Amdouni,Header,Darian Males,,3841125
FC Basel 1893,Away,83',Goal,Andi Zeqiri,Left-footed shot,Darian Males,,3841125
FC Winterthur,Home,46',Substitution,Samuel Ballet,Tactical,,Nishan Burkart,3841125
FC Winterthur,Home,63',Substitution,Roman Buess,Tactical,,Michael Gonçalves,3841125
FC Winterthur,Home,69',Substitution,Souleymane Diaby,Tactical,,Sayfallah Ltaief,3841125
FC Basel 1893,Away,70',Substitution,Andi Zeqiri,Tactical,,Jean-Kévin Augustin,3841125
FC Winterthur,Home,73',Substitution,Francisco Rodríguez,Tactical,,Samir Ramizi,3841125
FC Winterthur,Home,73',Substitution,Noe Holenstein,Tactical,,Matteo Di Giusto,3841125
FC Basel 1893,Away,78',Substitution,Wouter Burger,Tactical,,Andy Diouf,3841125
FC Basel 1893,Away,89',Substitution,Emmanuel Essiam,Tactical,,Taulant Xhaka,3841125
FC Basel 1893,Away,89',Substitution,Marvin Akahomen,Tactical,,Riccardo Calafiori,3841125
FC Winterthur,Home,6',Yellow Card,Nishan Burkart,Foul,,,3841125
FC Basel 1893,Away,33',Yellow Card,Dan Ndoye,Dissent,,,3841125
FC Basel 1893,Away,45',Yellow Card,Andy Diouf,Foul,,,3841125
FC Winterthur,Home,57',Yellow Card,Samir Ramizi,Dissent,,,3841125
FC Winterthur,Home,57',Yellow Card,Roy Gelmi,Foul,,,3841125
BSC Young Boys,Home,32',Goal,Jean-Pierre Nsame,Left-footed shot,Filip Ugrinic,,3841126
BSC Young Boys,Home,38',Goal,Christian Fassnacht,Right-footed shot,Fabian Rieder,,3841126
FC Luzern,Away,41',Goal,Aurèle Amenda,Aurèle Amenda,,,3841126
BSC Young Boys,Home,44',Goal,Sandro Lauper,Right-footed shot,Without assist,,3841126
BSC Young Boys,Home,61',Goal,Fabian Rieder,Direct free kick,,,3841126
BSC Young Boys,Home,80',Goal,Cedric Itten,Right-footed shot,Kastriot Imeri,,3841126
FC Luzern,Away,68',Substitution,Mamady Diambou,Tactical,,Nicky Beloko,3841126
FC Luzern,Away,68',Substitution,Luuk Breedijk,Tactical,,Pascal Schürpf,3841126
